LncRNAs	LncRNA1_id	Region	Organism
TCONS_00027379	hsa_TCONS_00027379	CB vs PMC	Human
TCONS_00027576	hsa_TCONS_00027576	CB vs PMC	Human
TCONS_00027580	hsa_TCONS_00027580	CB vs PMC	Human
TCONS_00027599	hsa_TCONS_00027599	CB vs PMC	Human
TCONS_00027611	hsa_TCONS_00027611	CB vs PMC	Human
TCONS_00027634	hsa_TCONS_00027634	CB vs PMC	Human
TCONS_00027698	hsa_TCONS_00027698	CB vs PMC	Human
TCONS_00027731	hsa_TCONS_00027731	CB vs PMC	Human
TCONS_00027740	hsa_TCONS_00027740	CB vs PMC	Human
TCONS_00027775	hsa_TCONS_00027775	CB vs PMC	Human
TCONS_00027821	hsa_TCONS_00027821	CB vs PMC	Human
TCONS_00027831	hsa_TCONS_00027831	CB vs PMC	Human
TCONS_00027889	hsa_TCONS_00027889	CB vs PMC	Human
TCONS_00028022	hsa_TCONS_00028022	CB vs PMC	Human
TCONS_00028031	hsa_TCONS_00028031	CB vs PMC	Human
TCONS_00028188	hsa_TCONS_00028188	CB vs PMC	Human
TCONS_00028191	hsa_TCONS_00028191	CB vs PMC	Human
TCONS_00028290	hsa_TCONS_00028290	CB vs PMC	Human
TCONS_00028295	hsa_TCONS_00028295	CB vs PMC	Human
TCONS_00028299	hsa_TCONS_00028299	CB vs PMC	Human
TCONS_00028342	hsa_TCONS_00028342	CB vs PMC	Human
TCONS_00028444	hsa_TCONS_00028444	CB vs PMC	Human
TCONS_00028457	hsa_TCONS_00028457	CB vs PMC	Human
TCONS_00028473	hsa_TCONS_00028473	CB vs PMC	Human
TCONS_00028557	hsa_TCONS_00028557	CB vs PMC	Human
TCONS_00028706	hsa_TCONS_00028706	CB vs PMC	Human
TCONS_00028716	hsa_TCONS_00028716	CB vs PMC	Human
TCONS_00028771	hsa_TCONS_00028771	CB vs PMC	Human
TCONS_00028804	hsa_TCONS_00028804	CB vs PMC	Human
TCONS_00028819	hsa_TCONS_00028819	CB vs PMC	Human
TCONS_00028836	hsa_TCONS_00028836	CB vs PMC	Human
TCONS_00028837	hsa_TCONS_00028837	CB vs PMC	Human
TCONS_00029069	hsa_TCONS_00029069	CB vs PMC	Human
TCONS_00029116	hsa_TCONS_00029116	CB vs PMC	Human
TCONS_00029124	hsa_TCONS_00029124	CB vs PMC	Human
TCONS_00029126	hsa_TCONS_00029126	CB vs PMC	Human
TCONS_00029127	hsa_TCONS_00029127	CB vs PMC	Human
TCONS_00029179	hsa_TCONS_00029179	CB vs PMC	Human
TCONS_00029240	hsa_TCONS_00029240	CB vs PMC	Human
TCONS_00029390	hsa_TCONS_00029390	CB vs PMC	Human
TCONS_00029424	hsa_TCONS_00029424	CB vs PMC	Human
TCONS_00029438	hsa_TCONS_00029438	CB vs PMC	Human
TCONS_00029448	hsa_TCONS_00029448	CB vs PMC	Human
TCONS_00029457	hsa_TCONS_00029457	CB vs PMC	Human
TCONS_00029589	hsa_TCONS_00029589	CB vs PMC	Human
TCONS_00029590	hsa_TCONS_00029590	CB vs PMC	Human
TCONS_00029945	hsa_TCONS_00029945	CB vs PMC	Human
TCONS_00030005	hsa_TCONS_00030005	CB vs PMC	Human
TCONS_00030091	hsa_TCONS_00030091	CB vs PMC	Human
TCONS_00030101	hsa_TCONS_00030101	CB vs PMC	Human
TCONS_00030102	hsa_TCONS_00030102	CB vs PMC	Human
TCONS_00030240	hsa_TCONS_00030240	CB vs PMC	Human
TCONS_00030262	hsa_TCONS_00030262	CB vs PMC	Human
TCONS_00030276	hsa_TCONS_00030276	CB vs PMC	Human
TCONS_00030331	hsa_TCONS_00030331	CB vs PMC	Human
TCONS_00030365	hsa_TCONS_00030365	CB vs PMC	Human
TCONS_00030370	hsa_TCONS_00030370	CB vs PMC	Human
TCONS_00030377	hsa_TCONS_00030377	CB vs PMC	Human
TCONS_00030510	hsa_TCONS_00030510	CB vs PMC	Human
TCONS_00030535	hsa_TCONS_00030535	CB vs PMC	Human
TCONS_00030541	hsa_TCONS_00030541	CB vs PMC	Human
TCONS_00030594	hsa_TCONS_00030594	CB vs PMC	Human
TCONS_00030632	hsa_TCONS_00030632	CB vs PMC	Human
TCONS_00030654	hsa_TCONS_00030654	CB vs PMC	Human
TCONS_00030719	hsa_TCONS_00030719	CB vs PMC	Human
TCONS_00030755	hsa_TCONS_00030755	CB vs PMC	Human
TCONS_00030757	hsa_TCONS_00030757	CB vs PMC	Human
TCONS_00030764	hsa_TCONS_00030764	CB vs PMC	Human
TCONS_00030973	hsa_TCONS_00030973	CB vs PMC	Human
TCONS_00031049	hsa_TCONS_00031049	CB vs PMC	Human
TCONS_00031053	hsa_TCONS_00031053	CB vs PMC	Human
TCONS_00031200	hsa_TCONS_00031200	CB vs PMC	Human
TCONS_00031202	hsa_TCONS_00031202	CB vs PMC	Human
TCONS_00031213	hsa_TCONS_00031213	CB vs PMC	Human
TCONS_00031297	hsa_TCONS_00031297	CB vs PMC	Human
TCONS_00031305	hsa_TCONS_00031305	CB vs PMC	Human
TCONS_00031551	hsa_TCONS_00031551	CB vs PMC	Human
TCONS_00031591	hsa_TCONS_00031591	CB vs PMC	Human
TCONS_00031600	hsa_TCONS_00031600	CB vs PMC	Human
TCONS_00031603	hsa_TCONS_00031603	CB vs PMC	Human
TCONS_00031615	hsa_TCONS_00031615	CB vs PMC	Human
TCONS_00031622	hsa_TCONS_00031622	CB vs PMC	Human
TCONS_00031722	hsa_TCONS_00031722	CB vs PMC	Human
TCONS_00031723	hsa_TCONS_00031723	CB vs PMC	Human
TCONS_00031798	hsa_TCONS_00031798	CB vs PMC	Human
TCONS_00031811	hsa_TCONS_00031811	CB vs PMC	Human
TCONS_00031945	hsa_TCONS_00031945	CB vs PMC	Human
TCONS_00032101	hsa_TCONS_00032101	CB vs PMC	Human
TCONS_00032127	hsa_TCONS_00032127	CB vs PMC	Human
TCONS_00032217	hsa_TCONS_00032217	CB vs PMC	Human
TCONS_00032262	hsa_TCONS_00032262	CB vs PMC	Human
TCONS_00032296	hsa_TCONS_00032296	CB vs PMC	Human
TCONS_00032353	hsa_TCONS_00032353	CB vs PMC	Human
TCONS_00032644	hsa_TCONS_00032644	CB vs PMC	Human
TCONS_00032708	hsa_TCONS_00032708	CB vs PMC	Human
TCONS_00032798	hsa_TCONS_00032798	CB vs PMC	Human
TCONS_00032837	hsa_TCONS_00032837	CB vs PMC	Human
TCONS_00032938	hsa_TCONS_00032938	CB vs PMC	Human
TCONS_00033019	hsa_TCONS_00033019	CB vs PMC	Human
TCONS_00033120	hsa_TCONS_00033120	CB vs PMC	Human
TCONS_00033312	hsa_TCONS_00033312	CB vs PMC	Human
TCONS_00033351	hsa_TCONS_00033351	CB vs PMC	Human
TCONS_00033579	hsa_TCONS_00033579	CB vs PMC	Human
TCONS_00033618	hsa_TCONS_00033618	CB vs PMC	Human
TCONS_00033631	hsa_TCONS_00033631	CB vs PMC	Human
TCONS_00033654	hsa_TCONS_00033654	CB vs PMC	Human
TCONS_00033716	hsa_TCONS_00033716	CB vs PMC	Human
TCONS_00033756	hsa_TCONS_00033756	CB vs PMC	Human
TCONS_00033765	hsa_TCONS_00033765	CB vs PMC	Human
TCONS_00033797	hsa_TCONS_00033797	CB vs PMC	Human
TCONS_00033798	hsa_TCONS_00033798	CB vs PMC	Human
TCONS_00033854	hsa_TCONS_00033854	CB vs PMC	Human
TCONS_00033965	hsa_TCONS_00033965	CB vs PMC	Human
TCONS_00034137	hsa_TCONS_00034137	CB vs PMC	Human
TCONS_00034150	hsa_TCONS_00034150	CB vs PMC	Human
TCONS_00034189	hsa_TCONS_00034189	CB vs PMC	Human
TCONS_00034194	hsa_TCONS_00034194	CB vs PMC	Human
TCONS_00034291	hsa_TCONS_00034291	CB vs PMC	Human
TCONS_00034322	hsa_TCONS_00034322	CB vs PMC	Human
TCONS_00034324	hsa_TCONS_00034324	CB vs PMC	Human
TCONS_00034334	hsa_TCONS_00034334	CB vs PMC	Human
TCONS_00034352	hsa_TCONS_00034352	CB vs PMC	Human
TCONS_00034445	hsa_TCONS_00034445	CB vs PMC	Human
TCONS_00034447	hsa_TCONS_00034447	CB vs PMC	Human
TCONS_00034528	hsa_TCONS_00034528	CB vs PMC	Human
TCONS_00034537	hsa_TCONS_00034537	CB vs PMC	Human
TCONS_00034635	hsa_TCONS_00034635	CB vs PMC	Human
TCONS_00034656	hsa_TCONS_00034656	CB vs PMC	Human
TCONS_00034661	hsa_TCONS_00034661	CB vs PMC	Human
TCONS_00034729	hsa_TCONS_00034729	CB vs PMC	Human
TCONS_00034772	hsa_TCONS_00034772	CB vs PMC	Human
TCONS_00034782	hsa_TCONS_00034782	CB vs PMC	Human
TCONS_00034881	hsa_TCONS_00034881	CB vs PMC	Human
TCONS_00035006	hsa_TCONS_00035006	CB vs PMC	Human
TCONS_00035236	hsa_TCONS_00035236	CB vs PMC	Human
TCONS_00035441	hsa_TCONS_00035441	CB vs PMC	Human
TCONS_00035685	hsa_TCONS_00035685	CB vs PMC	Human
TCONS_00035798	hsa_TCONS_00035798	CB vs PMC	Human
TCONS_00035975	hsa_TCONS_00035975	CB vs PMC	Human
TCONS_00035984	hsa_TCONS_00035984	CB vs PMC	Human
TCONS_00035989	hsa_TCONS_00035989	CB vs PMC	Human
TCONS_00036034	hsa_TCONS_00036034	CB vs PMC	Human
TCONS_00036052	hsa_TCONS_00036052	CB vs PMC	Human
TCONS_00036188	hsa_TCONS_00036188	CB vs PMC	Human
TCONS_00036235	hsa_TCONS_00036235	CB vs PMC	Human
TCONS_00036270	hsa_TCONS_00036270	CB vs PMC	Human
TCONS_00036323	hsa_TCONS_00036323	CB vs PMC	Human
TCONS_00036324	hsa_TCONS_00036324	CB vs PMC	Human
TCONS_00036359	hsa_TCONS_00036359	CB vs PMC	Human
TCONS_00036721	hsa_TCONS_00036721	CB vs PMC	Human
TCONS_00036781	hsa_TCONS_00036781	CB vs PMC	Human
TCONS_00036848	hsa_TCONS_00036848	CB vs PMC	Human
TCONS_00036852	hsa_TCONS_00036852	CB vs PMC	Human
TCONS_00036892	hsa_TCONS_00036892	CB vs PMC	Human
TCONS_00036897	hsa_TCONS_00036897	CB vs PMC	Human
TCONS_00036898	hsa_TCONS_00036898	CB vs PMC	Human
TCONS_00037129	hsa_TCONS_00037129	CB vs PMC	Human
TCONS_00037140	hsa_TCONS_00037140	CB vs PMC	Human
TCONS_00037178	hsa_TCONS_00037178	CB vs PMC	Human
TCONS_00037248	hsa_TCONS_00037248	CB vs PMC	Human
TCONS_00037292	hsa_TCONS_00037292	CB vs PMC	Human
TCONS_00037425	hsa_TCONS_00037425	CB vs PMC	Human
TCONS_00037477	hsa_TCONS_00037477	CB vs PMC	Human
TCONS_00037486	hsa_TCONS_00037486	CB vs PMC	Human
TCONS_00037596	hsa_TCONS_00037596	CB vs PMC	Human
TCONS_00037606	hsa_TCONS_00037606	CB vs PMC	Human
TCONS_00037703	hsa_TCONS_00037703	CB vs PMC	Human
TCONS_00037811	hsa_TCONS_00037811	CB vs PMC	Human
TCONS_00037819	hsa_TCONS_00037819	CB vs PMC	Human
TCONS_00037851	hsa_TCONS_00037851	CB vs PMC	Human
TCONS_00037897	hsa_TCONS_00037897	CB vs PMC	Human
TCONS_00038396	hsa_TCONS_00038396	CB vs PMC	Human
TCONS_00038419	hsa_TCONS_00038419	CB vs PMC	Human
TCONS_00038425	hsa_TCONS_00038425	CB vs PMC	Human
TCONS_00038450	hsa_TCONS_00038450	CB vs PMC	Human
TCONS_00038510	hsa_TCONS_00038510	CB vs PMC	Human
TCONS_00038604	hsa_TCONS_00038604	CB vs PMC	Human
TCONS_00038662	hsa_TCONS_00038662	CB vs PMC	Human
TCONS_00038782	hsa_TCONS_00038782	CB vs PMC	Human
TCONS_00038882	hsa_TCONS_00038882	CB vs PMC	Human
TCONS_00038887	hsa_TCONS_00038887	CB vs PMC	Human
TCONS_00038996	hsa_TCONS_00038996	CB vs PMC	Human
TCONS_00039013	hsa_TCONS_00039013	CB vs PMC	Human
TCONS_00039026	hsa_TCONS_00039026	CB vs PMC	Human
TCONS_00039083	hsa_TCONS_00039083	CB vs PMC	Human
TCONS_00039155	hsa_TCONS_00039155	CB vs PMC	Human
TCONS_00039169	hsa_TCONS_00039169	CB vs PMC	Human
TCONS_00039214	hsa_TCONS_00039214	CB vs PMC	Human
TCONS_00039373	hsa_TCONS_00039373	CB vs PMC	Human
TCONS_00039404	hsa_TCONS_00039404	CB vs PMC	Human
TCONS_00039437	hsa_TCONS_00039437	CB vs PMC	Human
TCONS_00039440	hsa_TCONS_00039440	CB vs PMC	Human
TCONS_00039506	hsa_TCONS_00039506	CB vs PMC	Human
TCONS_00039539	hsa_TCONS_00039539	CB vs PMC	Human
TCONS_00039625	hsa_TCONS_00039625	CB vs PMC	Human
TCONS_00039778	hsa_TCONS_00039778	CB vs PMC	Human
TCONS_00039810	hsa_TCONS_00039810	CB vs PMC	Human
TCONS_00039886	hsa_TCONS_00039886	CB vs PMC	Human
TCONS_00039898	hsa_TCONS_00039898	CB vs PMC	Human
TCONS_00040015	hsa_TCONS_00040015	CB vs PMC	Human
TCONS_00040307	hsa_TCONS_00040307	CB vs PMC	Human
TCONS_00040331	hsa_TCONS_00040331	CB vs PMC	Human
TCONS_00040334	hsa_TCONS_00040334	CB vs PMC	Human
TCONS_00040422	hsa_TCONS_00040422	CB vs PMC	Human
TCONS_00040443	hsa_TCONS_00040443	CB vs PMC	Human
TCONS_00040558	hsa_TCONS_00040558	CB vs PMC	Human
TCONS_00040597	hsa_TCONS_00040597	CB vs PMC	Human
TCONS_00040676	hsa_TCONS_00040676	CB vs PMC	Human
TCONS_00040730	hsa_TCONS_00040730	CB vs PMC	Human
TCONS_00040972	hsa_TCONS_00040972	CB vs PMC	Human
TCONS_00040993	hsa_TCONS_00040993	CB vs PMC	Human
TCONS_00041116	hsa_TCONS_00041116	CB vs PMC	Human
TCONS_00041120	hsa_TCONS_00041120	CB vs PMC	Human
TCONS_00041155	hsa_TCONS_00041155	CB vs PMC	Human
TCONS_00041216	hsa_TCONS_00041216	CB vs PMC	Human
TCONS_00041336	hsa_TCONS_00041336	CB vs PMC	Human
TCONS_00041359	hsa_TCONS_00041359	CB vs PMC	Human
TCONS_00041506	hsa_TCONS_00041506	CB vs PMC	Human
TCONS_00041602	hsa_TCONS_00041602	CB vs PMC	Human
TCONS_00041607	hsa_TCONS_00041607	CB vs PMC	Human
TCONS_00041621	hsa_TCONS_00041621	CB vs PMC	Human
TCONS_00041714	hsa_TCONS_00041714	CB vs PMC	Human
TCONS_00041735	hsa_TCONS_00041735	CB vs PMC	Human
TCONS_00041797	hsa_TCONS_00041797	CB vs PMC	Human
TCONS_00041859	hsa_TCONS_00041859	CB vs PMC	Human
TCONS_00041860	hsa_TCONS_00041860	CB vs PMC	Human
TCONS_00041959	hsa_TCONS_00041959	CB vs PMC	Human
TCONS_00042125	hsa_TCONS_00042125	CB vs PMC	Human
TCONS_00042241	hsa_TCONS_00042241	CB vs PMC	Human
TCONS_00042252	hsa_TCONS_00042252	CB vs PMC	Human
TCONS_00042259	hsa_TCONS_00042259	CB vs PMC	Human
TCONS_00042436	hsa_TCONS_00042436	CB vs PMC	Human
TCONS_00042516	hsa_TCONS_00042516	CB vs PMC	Human
TCONS_00042572	hsa_TCONS_00042572	CB vs PMC	Human
TCONS_00042926	hsa_TCONS_00042926	CB vs PMC	Human
TCONS_00043007	hsa_TCONS_00043007	CB vs PMC	Human
TCONS_00043200	hsa_TCONS_00043200	CB vs PMC	Human
TCONS_00043204	hsa_TCONS_00043204	CB vs PMC	Human
TCONS_00043207	hsa_TCONS_00043207	CB vs PMC	Human
TCONS_00043210	hsa_TCONS_00043210	CB vs PMC	Human
TCONS_00043281	hsa_TCONS_00043281	CB vs PMC	Human
TCONS_00043331	hsa_TCONS_00043331	CB vs PMC	Human
TCONS_00043366	hsa_TCONS_00043366	CB vs PMC	Human
TCONS_00043639	hsa_TCONS_00043639	CB vs PMC	Human
TCONS_00043646	hsa_TCONS_00043646	CB vs PMC	Human
TCONS_00043649	hsa_TCONS_00043649	CB vs PMC	Human
TCONS_00043709	hsa_TCONS_00043709	CB vs PMC	Human
TCONS_00043804	hsa_TCONS_00043804	CB vs PMC	Human
TCONS_00043880	hsa_TCONS_00043880	CB vs PMC	Human
TCONS_00044276	hsa_TCONS_00044276	CB vs PMC	Human
TCONS_00044309	hsa_TCONS_00044309	CB vs PMC	Human
TCONS_00044441	hsa_TCONS_00044441	CB vs PMC	Human
TCONS_00044544	hsa_TCONS_00044544	CB vs PMC	Human
TCONS_00044798	hsa_TCONS_00044798	CB vs PMC	Human
TCONS_00044843	hsa_TCONS_00044843	CB vs PMC	Human
TCONS_00044848	hsa_TCONS_00044848	CB vs PMC	Human
TCONS_00044985	hsa_TCONS_00044985	CB vs PMC	Human
TCONS_00044997	hsa_TCONS_00044997	CB vs PMC	Human
TCONS_00045104	hsa_TCONS_00045104	CB vs PMC	Human
TCONS_00045139	hsa_TCONS_00045139	CB vs PMC	Human
TCONS_00045169	hsa_TCONS_00045169	CB vs PMC	Human
TCONS_00045589	hsa_TCONS_00045589	CB vs PMC	Human
TCONS_00045591	hsa_TCONS_00045591	CB vs PMC	Human
TCONS_00045745	hsa_TCONS_00045745	CB vs PMC	Human
TCONS_00045778	hsa_TCONS_00045778	CB vs PMC	Human
TCONS_00045828	hsa_TCONS_00045828	CB vs PMC	Human
TCONS_00045830	hsa_TCONS_00045830	CB vs PMC	Human
TCONS_00045872	hsa_TCONS_00045872	CB vs PMC	Human
TCONS_00045931	hsa_TCONS_00045931	CB vs PMC	Human
TCONS_00045946	hsa_TCONS_00045946	CB vs PMC	Human
TCONS_00045952	hsa_TCONS_00045952	CB vs PMC	Human
TCONS_00046032	hsa_TCONS_00046032	CB vs PMC	Human
TCONS_00046206	hsa_TCONS_00046206	CB vs PMC	Human
TCONS_00046307	hsa_TCONS_00046307	CB vs PMC	Human
TCONS_00046598	hsa_TCONS_00046598	CB vs PMC	Human
TCONS_00046683	hsa_TCONS_00046683	CB vs PMC	Human
TCONS_00046701	hsa_TCONS_00046701	CB vs PMC	Human
TCONS_00046742	hsa_TCONS_00046742	CB vs PMC	Human
TCONS_00046749	hsa_TCONS_00046749	CB vs PMC	Human
TCONS_00046753	hsa_TCONS_00046753	CB vs PMC	Human
TCONS_00046844	hsa_TCONS_00046844	CB vs PMC	Human
TCONS_00047019	hsa_TCONS_00047019	CB vs PMC	Human
TCONS_00047066	hsa_TCONS_00047066	CB vs PMC	Human
TCONS_00047069	hsa_TCONS_00047069	CB vs PMC	Human
TCONS_00047119	hsa_TCONS_00047119	CB vs PMC	Human
TCONS_00047143	hsa_TCONS_00047143	CB vs PMC	Human
TCONS_00047151	hsa_TCONS_00047151	CB vs PMC	Human
TCONS_00047251	hsa_TCONS_00047251	CB vs PMC	Human
TCONS_00047252	hsa_TCONS_00047252	CB vs PMC	Human
TCONS_00047332	hsa_TCONS_00047332	CB vs PMC	Human
TCONS_00047359	hsa_TCONS_00047359	CB vs PMC	Human
TCONS_00047360	hsa_TCONS_00047360	CB vs PMC	Human
TCONS_00047364	hsa_TCONS_00047364	CB vs PMC	Human
TCONS_00047372	hsa_TCONS_00047372	CB vs PMC	Human
TCONS_00047490	hsa_TCONS_00047490	CB vs PMC	Human
TCONS_00047505	hsa_TCONS_00047505	CB vs PMC	Human
TCONS_00047506	hsa_TCONS_00047506	CB vs PMC	Human
TCONS_00047589	hsa_TCONS_00047589	CB vs PMC	Human
TCONS_00047591	hsa_TCONS_00047591	CB vs PMC	Human
TCONS_00047598	hsa_TCONS_00047598	CB vs PMC	Human
TCONS_00047623	hsa_TCONS_00047623	CB vs PMC	Human
TCONS_00047695	hsa_TCONS_00047695	CB vs PMC	Human
TCONS_00047743	hsa_TCONS_00047743	CB vs PMC	Human
TCONS_00047753	hsa_TCONS_00047753	CB vs PMC	Human
TCONS_00047765	hsa_TCONS_00047765	CB vs PMC	Human
TCONS_00047768	hsa_TCONS_00047768	CB vs PMC	Human
TCONS_00047816	hsa_TCONS_00047816	CB vs PMC	Human
TCONS_00047853	hsa_TCONS_00047853	CB vs PMC	Human
TCONS_00047982	hsa_TCONS_00047982	CB vs PMC	Human
TCONS_00048024	hsa_TCONS_00048024	CB vs PMC	Human
TCONS_00048064	hsa_TCONS_00048064	CB vs PMC	Human
TCONS_00048067	hsa_TCONS_00048067	CB vs PMC	Human
TCONS_00048142	hsa_TCONS_00048142	CB vs PMC	Human
TCONS_00048430	hsa_TCONS_00048430	CB vs PMC	Human
TCONS_00048595	hsa_TCONS_00048595	CB vs PMC	Human
TCONS_00048641	hsa_TCONS_00048641	CB vs PMC	Human
TCONS_00048745	hsa_TCONS_00048745	CB vs PMC	Human
TCONS_00049045	hsa_TCONS_00049045	CB vs PMC	Human
TCONS_00049066	hsa_TCONS_00049066	CB vs PMC	Human
TCONS_00049125	hsa_TCONS_00049125	CB vs PMC	Human
TCONS_00049126	hsa_TCONS_00049126	CB vs PMC	Human
TCONS_00049218	hsa_TCONS_00049218	CB vs PMC	Human
TCONS_00049231	hsa_TCONS_00049231	CB vs PMC	Human
TCONS_00049441	hsa_TCONS_00049441	CB vs PMC	Human
TCONS_00049484	hsa_TCONS_00049484	CB vs PMC	Human
TCONS_00049611	hsa_TCONS_00049611	CB vs PMC	Human
TCONS_00049812	hsa_TCONS_00049812	CB vs PMC	Human
TCONS_00050109	hsa_TCONS_00050109	CB vs PMC	Human
TCONS_00050121	hsa_TCONS_00050121	CB vs PMC	Human
TCONS_00050141	hsa_TCONS_00050141	CB vs PMC	Human
TCONS_00050189	hsa_TCONS_00050189	CB vs PMC	Human
TCONS_00050190	hsa_TCONS_00050190	CB vs PMC	Human
TCONS_00050368	hsa_TCONS_00050368	CB vs PMC	Human
TCONS_00050369	hsa_TCONS_00050369	CB vs PMC	Human
TCONS_00050485	hsa_TCONS_00050485	CB vs PMC	Human
TCONS_00050528	hsa_TCONS_00050528	CB vs PMC	Human
TCONS_00050922	hsa_TCONS_00050922	CB vs PMC	Human
TCONS_00050923	hsa_TCONS_00050923	CB vs PMC	Human
TCONS_00050991	hsa_TCONS_00050991	CB vs PMC	Human
TCONS_00051060	hsa_TCONS_00051060	CB vs PMC	Human
TCONS_00051201	hsa_TCONS_00051201	CB vs PMC	Human
TCONS_00051245	hsa_TCONS_00051245	CB vs PMC	Human
TCONS_00051626	hsa_TCONS_00051626	CB vs PMC	Human
TCONS_00051629	hsa_TCONS_00051629	CB vs PMC	Human
TCONS_00051654	hsa_TCONS_00051654	CB vs PMC	Human
TCONS_00051884	hsa_TCONS_00051884	CB vs PMC	Human
TCONS_00051964	hsa_TCONS_00051964	CB vs PMC	Human
TCONS_00052137	hsa_TCONS_00052137	CB vs PMC	Human
TCONS_00052138	hsa_TCONS_00052138	CB vs PMC	Human
TCONS_00052187	hsa_TCONS_00052187	CB vs PMC	Human
TCONS_00052349	hsa_TCONS_00052349	CB vs PMC	Human
TCONS_00052353	hsa_TCONS_00052353	CB vs PMC	Human
TCONS_00052711	hsa_TCONS_00052711	CB vs PMC	Human
TCONS_00052822	hsa_TCONS_00052822	CB vs PMC	Human
TCONS_00052923	hsa_TCONS_00052923	CB vs PMC	Human
TCONS_00053126	hsa_TCONS_00053126	CB vs PMC	Human
TCONS_00053530	hsa_TCONS_00053530	CB vs PMC	Human
TCONS_00053575	hsa_TCONS_00053575	CB vs PMC	Human
TCONS_00053684	hsa_TCONS_00053684	CB vs PMC	Human
TCONS_00053711	hsa_TCONS_00053711	CB vs PMC	Human
TCONS_00053748	hsa_TCONS_00053748	CB vs PMC	Human
TCONS_00053771	hsa_TCONS_00053771	CB vs PMC	Human
TCONS_00053939	hsa_TCONS_00053939	CB vs PMC	Human
TCONS_00054061	hsa_TCONS_00054061	CB vs PMC	Human
TCONS_00054066	hsa_TCONS_00054066	CB vs PMC	Human
TCONS_00054096	hsa_TCONS_00054096	CB vs PMC	Human
TCONS_00054163	hsa_TCONS_00054163	CB vs PMC	Human
TCONS_00054240	hsa_TCONS_00054240	CB vs PMC	Human
TCONS_00054684	hsa_TCONS_00054684	CB vs PMC	Human
TCONS_00054751	hsa_TCONS_00054751	CB vs PMC	Human
TCONS_00055043	hsa_TCONS_00055043	CB vs PMC	Human
TCONS_00055044	hsa_TCONS_00055044	CB vs PMC	Human
TCONS_00055123	hsa_TCONS_00055123	CB vs PMC	Human
TCONS_00055241	hsa_TCONS_00055241	CB vs PMC	Human
TCONS_00055262	hsa_TCONS_00055262	CB vs PMC	Human
TCONS_00055299	hsa_TCONS_00055299	CB vs PMC	Human
TCONS_00055300	hsa_TCONS_00055300	CB vs PMC	Human
TCONS_00055337	hsa_TCONS_00055337	CB vs PMC	Human
TCONS_00055350	hsa_TCONS_00055350	CB vs PMC	Human
TCONS_00055366	hsa_TCONS_00055366	CB vs PMC	Human
TCONS_00055445	hsa_TCONS_00055445	CB vs PMC	Human
TCONS_00055568	hsa_TCONS_00055568	CB vs PMC	Human
TCONS_00055578	hsa_TCONS_00055578	CB vs PMC	Human
TCONS_00055606	hsa_TCONS_00055606	CB vs PMC	Human
TCONS_00055611	hsa_TCONS_00055611	CB vs PMC	Human
TCONS_00055679	hsa_TCONS_00055679	CB vs PMC	Human
TCONS_00055766	hsa_TCONS_00055766	CB vs PMC	Human
TCONS_00055863	hsa_TCONS_00055863	CB vs PMC	Human
TCONS_00055893	hsa_TCONS_00055893	CB vs PMC	Human
TCONS_00055912	hsa_TCONS_00055912	CB vs PMC	Human
TCONS_00055917	hsa_TCONS_00055917	CB vs PMC	Human
TCONS_00056215	hsa_TCONS_00056215	CB vs PMC	Human
TCONS_00056225	hsa_TCONS_00056225	CB vs PMC	Human
TCONS_00056227	hsa_TCONS_00056227	CB vs PMC	Human
TCONS_00056310	hsa_TCONS_00056310	CB vs PMC	Human
TCONS_00056315	hsa_TCONS_00056315	CB vs PMC	Human
TCONS_00056318	hsa_TCONS_00056318	CB vs PMC	Human
TCONS_00056384	hsa_TCONS_00056384	CB vs PMC	Human
TCONS_00056385	hsa_TCONS_00056385	CB vs PMC	Human
TCONS_00056389	hsa_TCONS_00056389	CB vs PMC	Human
TCONS_00056424	hsa_TCONS_00056424	CB vs PMC	Human
TCONS_00056452	hsa_TCONS_00056452	CB vs PMC	Human
TCONS_00056506	hsa_TCONS_00056506	CB vs PMC	Human
TCONS_00056507	hsa_TCONS_00056507	CB vs PMC	Human
TCONS_00056551	hsa_TCONS_00056551	CB vs PMC	Human
TCONS_00056572	hsa_TCONS_00056572	CB vs PMC	Human
TCONS_00056588	hsa_TCONS_00056588	CB vs PMC	Human
TCONS_00056674	hsa_TCONS_00056674	CB vs PMC	Human
TCONS_00056757	hsa_TCONS_00056757	CB vs PMC	Human
TCONS_00056894	hsa_TCONS_00056894	CB vs PMC	Human
TCONS_00056904	hsa_TCONS_00056904	CB vs PMC	Human
TCONS_00056908	hsa_TCONS_00056908	CB vs PMC	Human
TCONS_00056910	hsa_TCONS_00056910	CB vs PMC	Human
TCONS_00056917	hsa_TCONS_00056917	CB vs PMC	Human
TCONS_00057000	hsa_TCONS_00057000	CB vs PMC	Human
TCONS_00057001	hsa_TCONS_00057001	CB vs PMC	Human
TCONS_00057034	hsa_TCONS_00057034	CB vs PMC	Human
TCONS_00057053	hsa_TCONS_00057053	CB vs PMC	Human
TCONS_00057071	hsa_TCONS_00057071	CB vs PMC	Human
TCONS_00057101	hsa_TCONS_00057101	CB vs PMC	Human
TCONS_00057148	hsa_TCONS_00057148	CB vs PMC	Human
TCONS_00057199	hsa_TCONS_00057199	CB vs PMC	Human
TCONS_00057203	hsa_TCONS_00057203	CB vs PMC	Human
